Colonna X   -   Colonna Y=R(X)
9.6996997   -   5.5e-06
9.7147147   -   5.1e-06
9.7297297   -   4.8e-06
9.7447447   -   4.5e-06
9.7597598   -   4.2e-06
9.7747748   -   3.9e-06
9.7897898   -   3.6e-06
9.8048048   -   3.4e-06
9.8198198   -   3.1e-06
9.8348348   -   2.9e-06
9.8498498   -   2.7e-06
9.8648649   -   2.5e-06
9.8798799   -   2.3e-06
9.8948949   -   2.2e-06
9.9099099   -   2e-06
9.9249249   -   1.9e-06
9.9399399   -   1.7e-06
9.954955   -   1.6e-06
9.96997   -   1.5e-06
9.984985   -   1.4e-06
10.0   -   1.3e-06
